Date, Close/Last, Volume, Open, High, Low
06/12/2018, 2788.2, 165, 2788.7, 2792.8, 2783.3
06/11/2018, 2786.8, 49, 2778, 2785.4, 2776.2
06/08/2018, 2782.5, 53, 2774.8, 2774.8, 2758.5
06/07/2018, 2772.2, 53, 2772, 2778.7, 2772
06/06/2018, 2772.2, 78, 2751.9, 2757.1, 2751.9
06/05/2018, 2751.6, 60, 2742.9, 2751, 2742.9
06/04/2018, 2745.5, 110, 2732.2, 2746.6, 2732.2
06/01/2018, 2733.8, 211, 2706, 2734.1, 2706
05/31/2018, 2705.5, 154, 2720.2, 2728.2, 2717.2
05/30/2018, 2724.6, 172, 2690.7, 2706.2, 2688
05/29/2018, 2692.2, 589, 2726.9, 2728.5, 2694.3
05/25/2018, 2718.3, 22, 2726.9, 2726.9, 2726.6
05/24/2018, 2727.6, 100, 2728.7, 2732.9, 2721
05/23/2018, 2730.7, 167, 2724.7, 2729, 2706
05/22/2018, 2726.1, 99, 2731.6, 2738.9, 2731.6
05/21/2018, 2733.1, 100, 2732.1, 2732.9, 2724.7
05/18/2018, 2713, 65, 2715.9, 2724.8, 2713.5
05/17/2018, 2718.7, 36, 2723.8, 2723.8, 2716.3
05/16/2018, 2722.9, 84, 2708.9, 2714.3, 2704.4
05/15/2018, 2709, 140, 2728.6, 2728.6, 2712.9
05/14/2018, 2730.9, 76, 2733.5, 2739.4, 2733
05/11/2018, 2729.4, 356, 2718.3, 2728.9, 2718
05/10/2018, 2718.7, 20, 2700, 2718.3, 2697.5
05/09/2018, 2696, 183, 2667.4, 2684, 2667.4
05/08/2018, 2670.3, 194, 2667.3, 2670.9, 2660.5
05/07/2018, 2670, 209, 2665.6, 2675.5, 2665.1
05/04/2018, 2663.1, 239, 2633.4, 2663.3, 2619.5
05/03/2018, 2631.8, 214, 2630, 2634.9, 2617.9
05/02/2018, 2627.4, 104, 2645.1, 2656.4, 2625
05/01/2018, 2652.2, 65, 2643.3, 2656.4, 2640.9
04/30/2018, 2647, 79, 2675.5, 2682, 2645.2
04/27/2018, 2671.4, 142, 2673.1, 2674.9, 2666.1
04/26/2018, 2674.6, 106, 2651.8, 2654.2, 2639.7
04/25/2018, 2644.5, 137, 2634.8, 2638.8, 2618.9
04/24/2018, 2635.3, 91, 2671.9, 2686.5, 2671.8
04/23/2018, 2671.3, 100, 2681.6, 2683.1, 2667.3
04/20/2018, 2671.6, 37, 2693, 2695.4, 2671.8
04/19/2018, 2693.1, 48, 2711.1, 2711.1, 2693.1
04/18/2018, 2709.7, 134, 2705.2, 2718, 2705.2
04/17/2018, 2706.6, 180, 2682, 2706.7, 2682
04/16/2018, 2681.7, 150, 2673.6, 2677.1, 2664.5
04/13/2018, 2657.3, 176, 2659.8, 2680.5, 2652.6
04/12/2018, 2664, 87, 2645.5, 2663.4, 2640.9
04/11/2018, 2641.1, 194, 2651.3, 2651.6, 2626.3
04/10/2018, 2655.1, 199, 2617.2, 2656.8, 2614.3
04/09/2018, 2619.1, 232, 2612.7, 2627, 2610.6
04/06/2018, 2605.7, 399, 2657.6, 2657.6, 2603.2
04/05/2018, 2661.8, 287, 2647.6, 2665.7, 2645.3
04/04/2018, 2647, 628, 2608.5, 2608.5, 2560.7
04/03/2018, 2613.2, 192, 2582.5, 2595.4, 2579
04/02/2018, 2575, 88, 2636.9, 2641, 2577.5
03/29/2018, 2643, 168, 2610.4, 2619.6, 2604.1
03/28/2018, 2622.4, 238, 2610.7, 2624.3, 2600.7
03/27/2018, 2615.7, 261, 2661.2, 2679, 2611.2
03/26/2018, 2659.5, 759, 2599.3, 2635, 2592.7
03/23/2018, 2597.8, 414, 2644.4, 2650.5, 2597.2
03/22/2018, 2643.3, 175, 2718.3, 2722.3, 2642.6
03/21/2018, 2718.3, 87, 2726.3, 2726.3, 2718
03/20/2018, 2723.6, 77, 2724.1, 2728, 2719.9
03/19/2018, 2722.8, 69, 2753.5, 2754.3, 2735.7
03/16/2018, 2755.9, 73, 2757.9, 2759, 2751.4
03/15/2018, 2755.6, 87, 2756.7, 2762, 2746.4
03/14/2018, 2753.9, 107, 2764.7, 2783.1, 2755
03/13/2018, 2772.8, 148, 2788.1, 2804, 2768.8
03/12/2018, 2789.1, 61, 2796.3, 2804.5, 2790.6
03/09/2018, 2788.8, 153, 2747.6, 2787.6, 2737.9
03/08/2018, 2739.3, 209, 2721.8, 2734.7, 2720.3
03/07/2018, 2723.3, 467, 2695.5, 2721.5, 2682.6
03/06/2018, 2723.9, 233, 2720.5, 2731.7, 2716.9
03/05/2018, 2718.4, 532, 2682.2, 2717.8, 2664.3
03/02/2018, 2690.2, 313, 2682.2, 2690.4, 2653.8
03/01/2018, 2678.2, 245, 2719.7, 2721, 2701.4
02/28/2018, 2714.4, 123, 2750.1, 2755.1, 2715.1
02/27/2018, 2747.5, 325, 2782.5, 2783.6, 2746.6
02/26/2018, 2784.4, 85, 2751.5, 2784.5, 2744.4
02/23/2018, 2748.8, 58, 2712.7, 2725.9, 2712.7
02/22/2018, 2711.5, 216, 2697.4, 2712.2, 2684
02/21/2018, 2698.7, 62, 2718.4, 2718.5, 2698.1
02/20/2018, 2714.1, 190, 2739.2, 2746.6, 2710
02/16/2018, 2735, 1, 2739.2, 2739.2, 2739.2
02/15/2018, 2733.9, 690, 2693.5, 2732.5, 2693.5
02/14/2018, 2696.9, 718, 2662.6, 2696.8, 2627.5
02/13/2018, 2661.7, 213, 2655.2, 2663.2, 2637.3
02/12/2018, 2655.2, 273, 2627, 2655.6, 2624.9
02/09/2018, 2619.1, 1126, 2595.3, 2616.5, 2581.1
02/08/2018, 2593.4, 300, 2667.3, 2684.7, 2646.2
02/07/2018, 2668.2, 398, 2688.6, 2695, 2665.2
02/06/2018, 2694.3, 2622, 2626.6, 2687.3, 2531.8
02/05/2018, 2607.7, 914, 2758, 2758, 2596
02/02/2018, 2756.7, 510, 2829.8, 2830.4, 2756
02/01/2018, 2822.4, 271, 2832.2, 2836.9, 2810.2
01/31/2018, 2825.8, 474, 2824.2, 2838.5, 2822.7
01/30/2018, 2824.5, 976, 2854.2, 2857.6, 2821.6
01/29/2018, 2853.6, 532, 2873.9, 2878.4, 2852.2
01/26/2018, 2874.5, 250, 2842.4, 2875.6, 2841.7
01/25/2018, 2841.2, 421, 2839.3, 2853.6, 2835.4
01/24/2018, 2841, 339, 2837.8, 2849.6, 2837.7
01/23/2018, 2839.6, 284, 2835.3, 2841.3, 2829
01/22/2018, 2835.2, 436, 2804.3, 2838.1, 2804.3
01/19/2018, 2811, 398, 2797.7, 2813.3, 2792.2
01/18/2018, 2796.2, 371, 2803.7, 2807.8, 2794.7
01/17/2018, 2803.7, 485, 2785.9, 2805.2, 2782.8
01/16/2018, 2782.6, 275, 2792, 2803.4, 2783.4
01/12/2018, 2788.7, 1, 2792, 2792, 2792
01/11/2018, 2769.5, 130, 2752, 2770, 2750.1
01/10/2018, 2750.6, 235, 2751, 2751, 2738.1
01/09/2018, 2752.3, 85, 2747, 2751.9, 2744.2
01/08/2018, 2746.8, 62, 2746, 2747.9, 2737.1
01/05/2018, 2742.6, 155, 2726, 2742.9, 2725
01/04/2018, 2723.8, 217, 2710.1, 2719.3, 2709
01/03/2018, 2710.9, 172, 2693, 2710.7, 2693
01/02/2018, 2692.9, 79, 2678.4, 2693.8, 2676.3
12/29/2017, 2676, 275, 2689.1, 2698.2, 2668
12/28/2017, 2685.7, 67, 2686.9, 2688.3, 2686.9
12/27/2017, 2685.4, 116, 2688.2, 2689.8, 2687.4
12/26/2017, 2687.1, 12, 2686, 2686, 2684.4
12/22/2017, 2686.1, 11, 2689.5, 2690.6, 2686.3
12/21/2017, 2687.8, 131, 2682.1, 2689.1, 2681.2
12/20/2017, 2681.6, 38, 2691, 2692.9, 2689.8
12/19/2017, 2684.1, 45, 2696, 2697.8, 2684.2
12/18/2017, 2694.4, 111, 2687.5, 2695.6, 2687.5
12/15/2017, 2682, 195, 2660.5, 2682.9, 2658.7
12/14/2017, 2655.9, 80, 2669.2, 2673.3, 2652.7
12/13/2017, 2669.1, 29, 2666, 2670.2, 2662
12/12/2017, 2667.8, 12, 2665, 2666.9, 2665
12/11/2017, 2664.5, 46, 2655.4, 2667.2, 2653.2
12/08/2017, 2653.9, 199, 2645.3, 2654.2, 2645.3
12/07/2017, 2639.5, 75, 2631.4, 2634.9, 2626.8
12/06/2017, 2629.2, 295, 2629.1, 2629.1, 2620.5
12/05/2017, 2628.3, 361, 2637, 2644.3, 2636.1
12/04/2017, 2638.2, 264, 2659.6, 2660.8, 2634.8
12/01/2017, 2643.9, 331, 2641.9, 2647.1, 2632.1
11/30/2017, 2647.9, 46, 2625, 2641.9, 2624
11/29/2017, 2625.1, 115, 2625.6, 2629.4, 2623.6
11/28/2017, 2626, 189, 2601, 2626.2, 2598
11/27/2017, 2601.8, 72, 2603, 2603.7, 2597.8
11/24/2017, 2601, 172, 2594.5, 2602.1, 2589.5
11/22/2017, 2594.6, 57, 2595, 2599.9, 2593.3
11/21/2017, 2596.3, 208, 2582.8, 2591.6, 2581
11/20/2017, 2582.1, 204, 2574.4, 2582.7, 2567.9
11/17/2017, 2576.3, 97, 2582.2, 2584.9, 2575.6
11/16/2017, 2585, 110, 2564.3, 2584.8, 2563.6
11/15/2017, 2565.1, 230, 2572, 2572, 2562.2
11/14/2017, 2577.9, 54, 2581.3, 2581.9, 2574.2
11/13/2017, 2581.9, 203, 2581.4, 2583.3, 2570.8
11/10/2017, 2579.6, 108, 2582.8, 2584.2, 2571.8
11/09/2017, 2583.9, 224, 2590.9, 2593, 2577
11/08/2017, 2590.9, 66, 2582.2, 2587.2, 2580
11/07/2017, 2586.8, 97, 2588.2, 2592.8, 2585.7
11/06/2017, 2588.7, 89, 2581.3, 2588.2, 2577
11/03/2017, 2582.7, 59, 2577, 2582.9, 2576.4
11/02/2017, 2576.7, 252, 2571.9, 2578.2, 2565.7
11/01/2017, 2574.8, 557, 2573.1, 2583.8, 2572.7
10/31/2017, 2572.7, 47, 2567.2, 2573, 2567
10/30/2017, 2568.3, 64, 2575, 2575, 2567.9
10/27/2017, 2578.4, 247, 2559, 2569, 2558.6
10/26/2017, 2561.6, 288, 2558.7, 2562.9, 2557
10/25/2017, 2558.5, 77, 2566.3, 2566.3, 2560.6
10/24/2017, 2567.3, 94, 2563.5, 2568.8, 2563.3
10/23/2017, 2563.4, 107, 2575, 2576.7, 2572.3
10/20/2017, 2574, 199, 2560.7, 2573.6, 2560
10/19/2017, 2560.5, 257, 2559.6, 2559.6, 2542.9
10/18/2017, 2560.1, 130, 2557.6, 2561.8, 2557
10/17/2017, 2556.9, 79, 2555.2, 2556.1, 2555.1
10/16/2017, 2556.2, 98, 2556, 2556.2, 2552.4
10/13/2017, 2552.8, 112, 2547.8, 2555.2, 2547.8
10/12/2017, 2549.4, 58, 2552.1, 2552.1, 2548
10/11/2017, 2553, 198, 2548.4, 2548.4, 2545.1
10/10/2017, 2548.5, 324, 2543.3, 2549.2, 2543.3
10/09/2017, 2543.8, 62, 2543.8, 2550.2, 2543.2
10/06/2017, 2545.1, 431, 2548.6, 2549.7, 2543.5
10/05/2017, 2549.9, 98, 2535.7, 2549.5, 2534.7
10/04/2017, 2536.2, 152, 2531.5, 2535.7, 2530
10/03/2017, 2532.8, 304, 2526.5, 2532.8, 2525.5
10/02/2017, 2526.3, 289, 2520.6, 2527.7, 2518.1
09/29/2017, 2516.1, 323, 2507, 2517.7, 2505.5
09/28/2017, 2507.7, 166, 2502.8, 2508.2, 2499.9
09/27/2017, 2504.5, 120, 2495.1, 2504.4, 2494.1
09/26/2017, 2495.6, 145, 2496.1, 2498.9, 2493.9
09/25/2017, 2497, 93, 2502.9, 2503.7, 2494.9
09/22/2017, 2499.4, 146, 2500.4, 2500.4, 2493.1
09/21/2017, 2500.9, 139, 2505, 2505, 2501.8
09/20/2017, 2505.2, 389, 2502.3, 2505.7, 2502.1
09/19/2017, 2504.7, 180, 2502.3, 2505.3, 2502
09/18/2017, 2502.7, 97, 2498.2, 2504.3, 2498.2
09/15/2017, 2497.2, 105, 2490.8, 2499.7, 2487.6
09/14/2017, 2494.3, 57, 2492.2, 2494.1, 2487.9
09/13/2017, 2494.7, 294, 2494.9, 2494.9, 2489.4
09/12/2017, 2494.2, 69, 2485.7, 2490.5, 2485.4
09/11/2017, 2485.8, 286, 2471, 2486.7, 2468
09/08/2017, 2461, 87, 2465, 2465, 2456.2
09/07/2017, 2466.4, 59, 2461, 2467.3, 2460.7
09/06/2017, 2465.5, 120, 2459.3, 2465.3, 2458.1
09/05/2017, 2459.7, 257, 2463, 2470.3, 2462.4
09/01/2017, 2474.2, 20, 2463, 2465.2, 2463
08/31/2017, 2470.1, 215, 2458, 2470.6, 2457.2
08/30/2017, 2455.8, 235, 2446.5, 2456.4, 2443
08/29/2017, 2447.1, 419, 2429.3, 2433.2, 2421.3
08/28/2017, 2443.7, 89, 2442.8, 2448, 2436.8
08/25/2017, 2442.5, 136, 2442.1, 2448.5, 2438
08/24/2017, 2440.8, 105, 2439.3, 2447.9, 2437
08/23/2017, 2441.5, 54, 2453.1, 2453.1, 2441.2
08/22/2017, 2452.8, 117, 2429.4, 2437.1, 2429.4
08/21/2017, 2428, 141, 2431.2, 2431.2, 2420.8
08/18/2017, 2426.8, 267, 2425.9, 2433.2, 2425.4
08/17/2017, 2429.5, 203, 2465.6, 2466.7, 2426.1
08/16/2017, 2467.5, 251, 2464.8, 2470.4, 2462
08/15/2017, 2463.7, 188, 2463.1, 2470.9, 2463.1
08/14/2017, 2463.5, 261, 2447, 2465.2, 2447
08/11/2017, 2440.1, 463, 2436.1, 2444.6, 2430.6
08/10/2017, 2437.6, 125, 2473.7, 2473.7, 2434.1
08/09/2017, 2473, 239, 2468.6, 2468.6, 2459.4
08/08/2017, 2472.8, 64, 2476.1, 2476.3, 2471.6
08/07/2017, 2477.4, 64, 2476.1, 2477.5, 2473.1
08/04/2017, 2472.1, 101, 2470.7, 2476.7, 2469.6
08/03/2017, 2471.7, 156, 2472.3, 2474.4, 2468.3
08/02/2017, 2473.5, 83, 2474.1, 2475.6, 2473
08/01/2017, 2472.3, 191, 2468, 2477, 2468
07/31/2017, 2468, 203, 2474, 2475.2, 2469.6
07/28/2017, 2470.3, 65, 2462.6, 2470.8, 2461.8
07/27/2017, 2471.9, 126, 2477.4, 2479.6, 2476.6
07/26/2017, 2473.3, 132, 2473, 2479.3, 2473
07/25/2017, 2474.1, 103, 2468.2, 2477.6, 2468.1
07/24/2017, 2468.4, 41, 2466, 2468.3, 2463.8
07/21/2017, 2469.4, 105, 2471.3, 2475.2, 2467.3
07/20/2017, 2471.2, 149, 2470, 2475.9, 2469.9
07/19/2017, 2471.4, 64, 2459.1, 2460.3, 2458.3
07/18/2017, 2457.8, 132, 2458.5, 2460.2, 2452.8
07/17/2017, 2458.6, 68, 2457.1, 2458.6, 2454.7
07/14/2017, 2456.1, 156, 2446, 2457, 2442.2
07/13/2017, 2445.6, 376, 2444.2, 2446, 2441.3
07/12/2017, 2440.1, 267, 2422.9, 2441.4, 2422.9
07/11/2017, 2424.5, 122, 2424, 2426.8, 2421.9
07/10/2017, 2424.6, 256, 2426, 2427, 2420.5
07/07/2017, 2422.6, 168, 2410.5, 2416.4, 2407.6
07/06/2017, 2408.4, 416, 2428, 2428, 2416.9
07/05/2017, 2428, 586, 2427, 2430.9, 2422.6
07/03/2017, 2425, 20, 2427, 2427, 2427
06/30/2017, 2420.9, 258, 2421.1, 2426.1, 2418.1
06/29/2017, 2420, 89, 2443.9, 2444.4, 2421.4
06/28/2017, 2438.4, 284, 2419, 2439.3, 2414.3
06/27/2017, 2420.6, 96, 2437.1, 2437.4, 2417.2
06/26/2017, 2436, 82, 2435.5, 2442.3, 2435.5
06/23/2017, 2434.9, 88, 2432, 2434.9, 2431
06/22/2017, 2431.8, 113, 2430, 2433, 2429.5
06/21/2017, 2433.6, 183, 2436, 2437.9, 2429.6
06/20/2017, 2437.5, 153, 2449, 2450.6, 2436.4
06/19/2017, 2447.5, 212, 2433.5, 2448, 2433.5
06/16/2017, 2431, 137, 2432.4, 2435.7, 2431.2
06/15/2017, 2432.1, 167, 2432.1, 2432.1, 2417
06/14/2017, 2435.3, 103, 2437.1, 2442.1, 2434.2
06/13/2017, 2438, 71, 2429.2, 2438.6, 2428.9
06/12/2017, 2426.4, 127, 2427.9, 2427.9, 2420.7
06/09/2017, 2428.3, 455, 2424.4, 2434.9, 2424
06/08/2017, 2432.5, 102, 2431.4, 2436.3, 2431.1
06/07/2017, 2431.9, 87, 2431.9, 2432.8, 2428.5
06/06/2017, 2430.8, 168, 2433, 2433, 2427.3
06/05/2017, 2434.5, 26, 2434, 2436.5, 2434
06/02/2017, 2437.7, 354, 2429.6, 2437.2, 2428.6
06/01/2017, 2429.6, 149, 2413.1, 2430, 2411.6
05/31/2017, 2411.1, 176, 2411, 2416.4, 2410.3
05/30/2017, 2410.7, 273, 2415.9, 2416.7, 2408.6
05/26/2017, 2413.8, 7, 2412.9, 2416.5, 2408.4
05/25/2017, 2413.4, 141, 2404, 2413.5, 2404
05/24/2017, 2401.9, 70, 2396, 2403.6, 2396
05/23/2017, 2398, 74, 2390.8, 2397.4, 2387.3
05/22/2017, 2392.7, 150, 2382.1, 2385, 2378.5
05/19/2017, 2381.5, 64, 2364.1, 2370.4, 2362
05/18/2017, 2363.6, 357, 2356.7, 2366.1, 2344.5
05/17/2017, 2357.5, 251, 2392.4, 2392.4, 2356.3
05/16/2017, 2397.1, 58, 2398.1, 2403.9, 2397
05/15/2017, 2398.4, 46, 2389, 2400.3, 2389
05/12/2017, 2388.7, 44, 2390.8, 2391.6, 2385.1
05/11/2017, 2391.1, 143, 2394.4, 2394.4, 2388.6
05/10/2017, 2395.3, 105, 2389.4, 2391.9, 2388
05/09/2017, 2393.3, 67, 2395.4, 2398.1, 2392.7
05/08/2017, 2395, 102, 2401.6, 2401.7, 2392.7
05/05/2017, 2397.7, 128, 2379.4, 2398.3, 2379.4
05/04/2017, 2385.5, 133, 2385.9, 2390.5, 2385.3
05/03/2017, 2383.2, 135, 2384.2, 2384.2, 2381
05/02/2017, 2385.8, 112, 2385.6, 2387, 2384.7
05/01/2017, 2386.9, 36, 2377.9, 2387.4, 2377.8
04/28/2017, 2380.5, 179, 2385.2, 2388.4, 2383.8
04/27/2017, 2386.1, 152, 2381.6, 2387.5, 2381.6
04/26/2017, 2382.2, 275, 2384.5, 2386.6, 2383.1
04/25/2017, 2385, 210, 2371.9, 2379.5, 2371.6
04/24/2017, 2370, 303, 2364.5, 2376.6, 2364.5
04/21/2017, 2347.4, 113, 2352.9, 2355.4, 2352.9
04/20/2017, 2352.1, 129, 2334, 2340.8, 2334
04/19/2017, 2333.7, 121, 2340, 2346.3, 2340
04/18/2017, 2337.3, 75, 2344.1, 2344.6, 2335.5
04/17/2017, 2345, 46, 2325, 2331.5, 2324.1
04/13/2017, 2327.4, 186, 2339, 2342.9, 2327.9
04/12/2017, 2340.8, 137, 2348, 2355.3, 2339.6
04/11/2017, 2351.1, 73, 2353, 2353.1, 2348.7
04/10/2017, 2352.5, 65, 2352.9, 2355.4, 2350.3
04/07/2017, 2352.2, 176, 2349, 2354, 2337.5
04/06/2017, 2353.7, 231, 2343, 2351.7, 2338
04/05/2017, 2346.6, 60, 2353.9, 2361.7, 2345.1
04/04/2017, 2356.6, 85, 2351.2, 2358.7, 2346.8
04/03/2017, 2356.1, 124, 2358.8, 2362.9, 2358.2
03/31/2017, 2359.2, 56, 2365, 2365, 2357.6
03/30/2017, 2364.6, 136, 2357.7, 2358.5, 2353.7
03/29/2017, 2357, 131, 2353, 2356.5, 2351.1
03/28/2017, 2351.4, 97, 2340.4, 2351.6, 2334.8
03/27/2017, 2338.4, 238, 2336.8, 2336.8, 2318
03/24/2017, 2344.8, 167, 2348.7, 2348.7, 2341.1
03/23/2017, 2340, 163, 2344.6, 2347.6, 2341.7
03/22/2017, 2342.6, 523, 2337.4, 2341.9, 2332.8
03/21/2017, 2342.2, 179, 2368, 2376.1, 2341.2
03/20/2017, 2370.3, 159, 2373, 2373, 2369.3
03/17/2017, 2375.2, 399, 2375.8, 2381, 2374.8
03/16/2017, 2379.1, 124, 2383, 2388.4, 2379.7
03/15/2017, 2380.6, 197, 2364, 2369.7, 2364
03/14/2017, 2363.1, 212, 2370.2, 2370.6, 2362.3
03/13/2017, 2371.8, 247, 2366.8, 2371.7, 2366.2
03/10/2017, 2368.6, 130, 2366.1, 2375.8, 2366.1
03/09/2017, 2366.3, 182, 2363.2, 2366, 2359.8
03/08/2017, 2364.1, 80, 2362.5, 2369.6, 2360.2
03/07/2017, 2366.4, 203, 2372.8, 2375, 2366.4
03/06/2017, 2375.4, 258, 2375.3, 2376.8, 2369
03/03/2017, 2381.2, 321, 2379.9, 2380, 2374.2
03/02/2017, 2381.9, 137, 2393.5, 2394.2, 2380.1
03/01/2017, 2393.5, 305, 2365, 2393, 2364.3
02/28/2017, 2362.8, 380, 2366, 2368.1, 2361.7
02/27/2017, 2368.3, 138, 2368.5, 2369.2, 2362.6
02/24/2017, 2364.9, 337, 2359.4, 2364.2, 2350
02/23/2017, 2362.8, 171, 2363.1, 2366.6, 2359.5
02/22/2017, 2360.9, 179, 2360, 2363.3, 2355.7
02/21/2017, 2360, 275, 2347.4, 2360.2, 2347.4
02/17/2017, 2347.9, 1, 2347.4, 2347.4, 2347.4
02/16/2017, 2347.9, 441, 2345, 2348.2, 2337
02/15/2017, 2345.6, 396, 2348.5, 2349, 2344.8
02/14/2017, 2350.4, 156, 2335.8, 2337.9, 2332
02/13/2017, 2337, 238, 2325.5, 2336, 2323.8
02/12/2017, 2326.3, 187, 2316, 2318.4, 2313.8
02/10/2017, 2312.7, 116, 2304, 2309.1, 2304
02/09/2017, 2304.3, 163, 2290.7, 2295.8, 2290.1
02/08/2017, 2290.2, 206, 2293, 2290.8, 2284.5
02/07/2017, 2288.4, 179, 2286, 2293.6, 2284.5
02/06/2017, 2286.5, 156, 2290.9, 2294, 2284.4
02/03/2017, 2291, 335, 2273.5, 2291.9, 2273.5
02/02/2017, 2275.4, 574, 2270.7, 2274.8, 2264.6
02/01/2017, 2274.5, 228, 2276, 2282, 2274.2
01/31/2017, 2274.5, 241, 2276, 2277.4, 2269.7
01/30/2017, 2276, 160, 2283.1, 2284.4, 2275.9
01/27/2017, 2289.1, 211, 2292.1, 2296.2, 2289.3
01/26/2017, 2294.1, 129, 2292.7, 2298.3, 2292.7
01/25/2017, 2293.9, 216, 2276.9, 2293.2, 2276
01/24/2017, 2274.6, 256, 2260.8, 2263.8, 2259.8
01/23/2017, 2262, 317, 2262.3, 2263.3, 2258.1
01/20/2017, 2265.9, 202, 2261.9, 2267.3, 2261.7
01/19/2017, 2261.6, 75, 2266, 2266.5, 2261.8
01/18/2017, 2266.6, 349, 2263.2, 2268, 2263.1
01/17/2017, 2262.7, 406, 2266.2, 2268.2, 2258.2
01/13/2017, 2272.5, 278, 2264.5, 2271.1, 2264.2
01/12/2017, 2263.4, 228, 2268.2, 2268.2, 2261
01/11/2017, 2270.6, 212, 2264.2, 2265.3, 2260
01/10/2017, 2263.7, 295, 2263, 2265.7, 2260
01/09/2017, 2265, 272, 2272, 2274, 2264.4
01/06/2017, 2271.5, 248, 2265.3, 2266.2, 2261.9
01/05/2017, 2264.3, 130, 2264.5, 2264.7, 2259.3
01/04/2017, 2264.3, 410, 2252.7, 2264.3, 2252.7
01/03/2017, 2252.6, 351, 2251.8, 2254.9, 2239.7
12/30/2016, 2236.2, 217, 2246.4, 2251.3, 2233.5
12/29/2016, 2245.1, 267, 2246, 2247.6, 2244.4
12/28/2016, 2245.3, 86, 2262.1, 2267.3, 2262.1
12/27/2016, 2260.9, 238, 2258.7, 2262.4, 2257.9
12/23/2016, 2260, 394, 2259, 2259.3, 2255.7
12/22/2016, 2258.7, 116, 2258.6, 2260.3, 2256
12/21/2016, 2260.4, 175, 2267, 2267.5, 2264.2
12/20/2016, 2266.5, 113, 2262.2, 2267.4, 2262.2
12/19/2016, 2260.1, 60, 2257, 2258.3, 2256.8
12/16/2016, 2255.3, 301, 2260, 2263.8, 2254.4
12/15/2016, 2258.4, 363, 2253, 2257.3, 2247.9
12/14/2016, 2252, 206, 2267.8, 2268.7, 2252.7
12/13/2016, 2267.8, 294, 2250.6, 2267.4, 2248
12/12/2016, 2250.4, 153, 2258.8, 2258.8, 2250
12/09/2016, 2254.7, 65, 2242.8, 2255.7, 2240.2
12/08/2016, 2242.4, 335, 2235, 2240.9, 2234.1
12/07/2016, 2236.7, 301, 2210.9, 2236.4, 2207
12/06/2016, 2210.1, 368, 2204.2, 2211.5, 2202.7
12/05/2016, 2204.2, 467, 2181.8, 2205, 2180
12/02/2016, 2192.1, 199, 2190.8, 2190.9, 2184.8
12/01/2016, 2192.1, 511, 2192, 2202.8, 2191.3
11/30/2016, 2198.8, 347, 2204.1, 2211.8, 2198.1
11/29/2016, 2203.8, 268, 2200, 2205.3, 2199.6
11/28/2016, 2200.8, 236, 2207.5, 2207.5, 2201
11/25/2016, 2211.3, 365, 2201.1, 2207.5, 2198
11/24/2016, 2200.8, 24, 2201.1, 2201.1, 2198
11/23/2016, 2200.8, 218, 2200.5, 2202.6, 2195.8
11/22/2016, 2200.3, 532, 2193.4, 2202, 2193.4
11/21/2016, 2192.9, 334, 2179.9, 2193.8, 2179.7
11/18/2016, 2180.8, 98, 2181.1, 2184.9, 2178
11/17/2016, 2184.3, 191, 2172.6, 2177.2, 2172
11/16/2016, 2172.8, 391, 2178.6, 2183, 2169.1
11/15/2016, 2179.3, 343, 2161.5, 2169.1, 2158.7
11/14/2016, 2160.4, 752, 2164.5, 2174, 2159.3
11/11/2016, 2161.6, 335, 2164.5, 2169.2, 2152.3
11/10/2016, 2167.2, 365, 2157, 2180.5, 2156
11/09/2016, 2160.3, 2184, 2141.4, 2151.7, 2028.5
11/08/2016, 2135.5, 280, 2128.5, 2129.8, 2121.8
11/07/2016, 2129.1, 492, 2103.5, 2111.4, 2103.4
11/04/2016, 2080, 447, 2084, 2088, 2081.3
11/03/2016, 2083.6, 530, 2091.5, 2098.4, 2084.5
11/02/2016, 2092.3, 212, 2101.5, 2103.2, 2090.3
11/01/2016, 2103.8, 242, 2123, 2128, 2103.6
10/31/2016, 2120.1, 185, 2122, 2129.3, 2119
10/28/2016, 2123.8, 290, 2127.5, 2129, 2116.5
10/27/2016, 2123.4, 281, 2133.6, 2143.1, 2124.7
10/26/2016, 2134.1, 213, 2134, 2134.8, 2128.5
10/25/2016, 2138, 184, 2144.8, 2149.2, 2136.6
10/24/2016, 2144.3, 188, 2137, 2147, 2136.8
10/21/2016, 2134.7, 264, 2138, 2138, 2124.6
10/20/2016, 2137.1, 200, 2137.2, 2142, 2132.1
10/19/2016, 2138.1, 146, 2132, 2138.7, 2126.8
10/18/2016, 2131.9, 343, 2121.7, 2139.2, 2121.6
10/17/2016, 2123.1, 209, 2122.9, 2127.7, 2117.2
10/14/2016, 2126.9, 429, 2125.5, 2138.5, 2123.5
10/13/2016, 2126.3, 470, 2127, 2128.3, 2113.7
10/12/2016, 2131.5, 362, 2135, 2140, 2128.1
10/11/2016, 2134.4, 123, 2159, 2160.5, 2151.5
10/10/2016, 2159.1, 87, 2151.2, 2159, 2150.1
10/07/2016, 2146.5, 365, 2155.2, 2160, 2148.3
10/06/2016, 2156.5, 181, 2153.5, 2154.8, 2148
10/05/2016, 2153.3, 273, 2153.2, 2153.2, 2141.5
10/04/2016, 2144.7, 357, 2153.9, 2159, 2144.5
10/03/2016, 2153.2, 335, 2159, 2164, 2153.4
09/30/2016, 2160.4, 236, 2144.7, 2158.2, 2136
